"RESPONSE_CAT","Response","MEASURE","Measure","REGIONTYPE","Geography Level","AEC_FED_2017","Federal Electoral Division","TIME","Year","Value","Flag Codes","Flags"
"RESPCLR_N","Response clear - No","2","Percentage (%)","FED","Federal Electoral Division","PARR","Parramatta","2017","2017",61.6,,
"EP_TOT","Eligible Participant - Total","1","Number (No.)","FED","Federal Electoral Division","PATE","Paterson","2017","2017",117517,,
"EP_CLR","Eligible Participant - Response clear","1","Number (No.)","FED","Federal Electoral Division","PATE","Paterson","2017","2017",92974,,
"EP_NCLR","Eligible Participant - Response not clear","1","Number (No.)","FED","Federal Electoral Division","PATE","Paterson","2017","2017",279,,
"EP_NR","Eligible Participant - Non-responding","1","Number (No.)","FED","Federal Electoral Division","PATE","Paterson","2017","2017",24264,,
"RESPCLR_TOT","Response clear - Total","1","Number (No.)","FED","Federal Electoral Division","PATE","Paterson","2017","2017",92974,,
"RESPCLR_Y","Response clear - Yes","1","Number (No.)","FED","Federal Electoral Division","PATE","Paterson","2017","2017",60915,,
"RESPCLR_N","Response clear - No","1","Number (No.)","FED","Federal Electoral Division","PATE","Paterson","2017","2017",32059,,
"EP_TOT","Eligible Participant - Total","2","Percentage (%)","FED","Federal Electoral Division","PATE","Paterson","2017","2017",100,,
"EP_CLR","Eligible Participant - Response clear","2","Percentage (%)","FED","Federal Electoral Division","PATE","Paterson","2017","2017",79.1,,
"EP_NCLR","Eligible Participant - Response not clear","2","Percentage (%)","FED","Federal Electoral Division","PATE","Paterson","2017","2017",0.2,,
"EP_NR","Eligible Participant - Non-responding","2","Percentage (%)","FED","Federal Electoral Division","PATE","Paterson","2017","2017",20.6,,
"RESPCLR_TOT","Response clear - Total","2","Percentage (%)","FED","Federal Electoral Division","PATE","Paterson","2017","2017",100,,
"RESPCLR_Y","Response clear - Yes","2","Percentage (%)","FED","Federal Electoral Division","PATE","Paterson","2017","2017",65.5,,
"RESPCLR_N","Response clear - No","2","Percentage (%)","FED","Federal Electoral Division","PATE","Paterson","2017","2017",34.5,,
"EP_TOT","Eligible Participant - Total","1","Number (No.)","FED","Federal Electoral Division","REID","Reid","2017","2017",106617,,
"EP_CLR","Eligible Participant - Response clear","1","Number (No.)","FED","Federal Electoral Division","REID","Reid","2017","2017",82628,,
"EP_NCLR","Eligible Participant - Response not clear","1","Number (No.)","FED","Federal Electoral Division","REID","Reid","2017","2017",203,,
"EP_NR","Eligible Participant - Non-responding","1","Number (No.)","FED","Federal Electoral Division","REID","Reid","2017","2017",23786,,
"RESPCLR_TOT","Response clear - Total","1","Number (No.)","FED","Federal Electoral Division","REID","Reid","2017","2017",82628,,
"RESPCLR_Y","Response clear - Yes","1","Number (No.)","FED","Federal Electoral Division","REID","Reid","2017","2017",43567,,
"RESPCLR_N","Response clear - No","1","Number (No.)","FED","Federal Electoral Division","REID","Reid","2017","2017",39061,,
"EP_TOT","Eligible Participant - Total","2","Percentage (%)","FED","Federal Electoral Division","REID","Reid","2017","2017",100,,
"EP_CLR","Eligible Participant - Response clear","2","Percentage (%)","FED","Federal Electoral Division","REID","Reid","2017","2017",77.5,,
"EP_NCLR","Eligible Participant - Response not clear","2","Percentage (%)","FED","Federal Electoral Division","REID","Reid","2017","2017",0.2,,
"EP_NR","Eligible Participant - Non-responding","2","Percentage (%)","FED","Federal Electoral Division","REID","Reid","2017","2017",22.3,,
"RESPCLR_TOT","Response clear - Total","2","Percentage (%)","FED","Federal Electoral Division","REID","Reid","2017","2017",100,,
"RESPCLR_Y","Response clear - Yes","2","Percentage (%)","FED","Federal Electoral Division","REID","Reid","2017","2017",52.7,,
"RESPCLR_N","Response clear - No","2","Percentage (%)","FED","Federal Electoral Division","REID","Reid","2017","2017",47.3,,
"EP_TOT","Eligible Participant - Total","1","Number (No.)","FED","Federal Electoral Division","RICH","Richmond","2017","2017",115209,,
"EP_CLR","Eligible Participant - Response clear","1","Number (No.)","FED","Federal Electoral Division","RICH","Richmond","2017","2017",92216,,
"EP_NCLR","Eligible Participant - Response not clear","1","Number (No.)","FED","Federal Electoral Division","RICH","Richmond","2017","2017",274,,
"EP_NR","Eligible Participant - Non-responding","1","Number (No.)","FED","Federal Electoral Division","RICH","Richmond","2017","2017",22719,,
"RESPCLR_TOT","Response clear - Total","1","Number (No.)","FED","Federal Electoral Division","RICH","Richmond","2017","2017",92216,,
"RESPCLR_Y","Response clear - Yes","1","Number (No.)","FED","Federal Electoral Division","RICH","Richmond","2017","2017",62591,,
"RESPCLR_N","Response clear - No","1","Number (No.)","FED","Federal Electoral Division","RICH","Richmond","2017","2017",29625,,
"EP_TOT","Eligible Participant - Total","2","Percentage (%)","FED","Federal Electoral Division","RICH","Richmond","2017","2017",100,,
"EP_CLR","Eligible Participant - Response clear","2","Percentage (%)","FED","Federal Electoral Division","RICH","Richmond","2017","2017",80,,
"EP_NCLR","Eligible Participant - Response not clear","2","Percentage (%)","FED","Federal Electoral Division","RICH","Richmond","2017","2017",0.2,,
"EP_NR","Eligible Participant - Non-responding","2","Percentage (%)","FED","Federal Electoral Division","RICH","Richmond","2017","2017",19.7,,
"RESPCLR_TOT","Response clear - Total","2","Percentage (%)","FED","Federal Electoral Division","RICH","Richmond","2017","2017",100,,
"RESPCLR_Y","Response clear - Yes","2","Percentage (%)","FED","Federal Electoral Division","RICH","Richmond","2017","2017",67.9,,
"RESPCLR_N","Response clear - No","2","Percentage (%)","FED","Federal Electoral Division","RICH","Richmond","2017","2017",32.1,,
"EP_TOT","Eligible Participant - Total","1","Number (No.)","FED","Federal Electoral Division","RIVE","Riverina","2017","2017",112538,,
"EP_CLR","Eligible Participant - Response clear","1","Number (No.)","FED","Federal Electoral Division","RIVE","Riverina","2017","2017",86641,,
"EP_NCLR","Eligible Participant - Response not clear","1","Number (No.)","FED","Federal Electoral Division","RIVE","Riverina","2017","2017",265,,
"EP_NR","Eligible Participant - Non-responding","1","Number (No.)","FED","Federal Electoral Division","RIVE","Riverina","2017","2017",25632,,
"RESPCLR_TOT","Response clear - Total","1","Number (No.)","FED","Federal Electoral Division","RIVE","Riverina","2017","2017",86641,,
"RESPCLR_Y","Response clear - Yes","1","Number (No.)","FED","Federal Electoral Division","RIVE","Riverina","2017","2017",47333,,
"RESPCLR_N","Response clear - No","1","Number (No.)","FED","Federal Electoral Division","RIVE","Riverina","2017","2017",39308,,
"EP_TOT","Eligible Participant - Total","2","Percentage (%)","FED","Federal Electoral Division","RIVE","Riverina","2017","2017",100,,
"EP_CLR","Eligible Participant - Response clear","2","Percentage (%)","FED","Federal Electoral Division","RIVE","Riverina","2017","2017",77,,
"EP_NCLR","Eligible Participant - Response not clear","2","Percentage (%)","FED","Federal Electoral Division","RIVE","Riverina","2017","2017",0.2,,
"EP_NR","Eligible Participant - Non-responding","2","Percentage (%)","FED","Federal Electoral Division","RIVE","Riverina","2017","2017",22.8,,
"RESPCLR_TOT","Response clear - Total","2","Percentage (%)","FED","Federal Electoral Division","RIVE","Riverina","2017","2017",100,,
"RESPCLR_Y","Response clear - Yes","2","Percentage (%)","FED","Federal Electoral Division","RIVE","Riverina","2017","2017",54.6,,
"RESPCLR_N","Response clear - No","2","Percentage (%)","FED","Federal Electoral Division","RIVE","Riverina","2017","2017",45.4,,
"EP_TOT","Eligible Participant - Total","1","Number (No.)","FED","Federal Electoral Division","ROBE","Robertson","2017","2017",109965,,
"EP_CLR","Eligible Participant - Response clear","1","Number (No.)","FED","Federal Electoral Division","ROBE","Robertson","2017","2017",89303,,
"EP_NCLR","Eligible Participant - Response not clear","1","Number (No.)","FED","Federal Electoral Division","ROBE","Robertson","2017","2017",231,,
"EP_NR","Eligible Participant - Non-responding","1","Number (No.)","FED","Federal Electoral Division","ROBE","Robertson","2017","2017",20431,,
"RESPCLR_TOT","Response clear - Total","1","Number (No.)","FED","Federal Electoral Division","ROBE","Robertson","2017","2017",89303,,
"RESPCLR_Y","Response clear - Yes","1","Number (No.)","FED","Federal Electoral Division","ROBE","Robertson","2017","2017",58689,,
"RESPCLR_N","Response clear - No","1","Number (No.)","FED","Federal Electoral Division","ROBE","Robertson","2017","2017",30614,,
"EP_TOT","Eligible Participant - Total","2","Percentage (%)","FED","Federal Electoral Division","ROBE","Robertson","2017","2017",100,,
"EP_CLR","Eligible Participant - Response clear","2","Percentage (%)","FED","Federal Electoral Division","ROBE","Robertson","2017","2017",81.2,,
"EP_NCLR","Eligible Participant - Response not clear","2","Percentage (%)","FED","Federal Electoral Division","ROBE","Robertson","2017","2017",0.2,,
"EP_NR","Eligible Participant - Non-responding","2","Percentage (%)","FED","Federal Electoral Division","ROBE","Robertson","2017","2017",18.6,,
"RESPCLR_TOT","Response clear - Total","2","Percentage (%)","FED","Federal Electoral Division","ROBE","Robertson","2017","2017",100,,
"RESPCLR_Y","Response clear - Yes","2","Percentage (%)","FED","Federal Electoral Division","ROBE","Robertson","2017","2017",65.7,,
"RESPCLR_N","Response clear - No","2","Percentage (%)","FED","Federal Electoral Division","ROBE","Robertson","2017","2017",34.3,,
"EP_TOT","Eligible Participant - Total","1","Number (No.)","FED","Federal Electoral Division","SHOR","Shortland","2017","2017",112221,,
"EP_CLR","Eligible Participant - Response clear","1","Number (No.)","FED","Federal Electoral Division","SHOR","Shortland","2017","2017",92291,,
"EP_NCLR","Eligible Participant - Response not clear","1","Number (No.)","FED","Federal Electoral Division","SHOR","Shortland","2017","2017",255,,
"EP_NR","Eligible Participant - Non-responding","1","Number (No.)","FED","Federal Electoral Division","SHOR","Shortland","2017","2017",19675,,
"RESPCLR_TOT","Response clear - Total","1","Number (No.)","FED","Federal Electoral Division","SHOR","Shortland","2017","2017",92291,,
"RESPCLR_Y","Response clear - Yes","1","Number (No.)","FED","Federal Electoral Division","SHOR","Shortland","2017","2017",62455,,
"RESPCLR_N","Response clear - No","1","Number (No.)","FED","Federal Electoral Division","SHOR","Shortland","2017","2017",29836,,
"EP_TOT","Eligible Participant - Total","2","Percentage (%)","FED","Federal Electoral Division","SHOR","Shortland","2017","2017",100,,
"EP_CLR","Eligible Participant - Response clear","2","Percentage (%)","FED","Federal Electoral Division","SHOR","Shortland","2017","2017",82.2,,
"EP_NCLR","Eligible Participant - Response not clear","2","Percentage (%)","FED","Federal Electoral Division","SHOR","Shortland","2017","2017",0.2,,
"EP_NR","Eligible Participant - Non-responding","2","Percentage (%)","FED","Federal Electoral Division","SHOR","Shortland","2017","2017",17.5,,
"RESPCLR_TOT","Response clear - Total","2","Percentage (%)","FED","Federal Electoral Division","SHOR","Shortland","2017","2017",100,,
"RESPCLR_Y","Response clear - Yes","2","Percentage (%)","FED","Federal Electoral Division","SHOR","Shortland","2017","2017",67.7,,
"RESPCLR_N","Response clear - No","2","Percentage (%)","FED","Federal Electoral Division","SHOR","Shortland","2017","2017",32.3,,
"EP_TOT","Eligible Participant - Total","1","Number (No.)","FED","Federal Electoral Division","SYDN","Sydney","2017","2017",113243,,
"EP_CLR","Eligible Participant - Response clear","1","Number (No.)","FED","Federal Electoral Division","SYDN","Sydney","2017","2017",91004,,
"EP_NCLR","Eligible Participant - Response not clear","1","Number (No.)","FED","Federal Electoral Division","SYDN","Sydney","2017","2017",146,,
"EP_NR","Eligible Participant - Non-responding","1","Number (No.)","FED","Federal Electoral Division","SYDN","Sydney","2017","2017",22093,,
"RESPCLR_TOT","Response clear - Total","1","Number (No.)","FED","Federal Electoral Division","SYDN","Sydney","2017","2017",91004,,
"RESPCLR_Y","Response clear - Yes","1","Number (No.)","FED","Federal Electoral Division","SYDN","Sydney","2017","2017",76144,,
"RESPCLR_N","Response clear - No","1","Number (No.)","FED","Federal Electoral Division","SYDN","Sydney","2017","2017",14860,,
"EP_TOT","Eligible Participant - Total","2","Percentage (%)","FED","Federal Electoral Division","SYDN","Sydney","2017","2017",100,,
"EP_CLR","Eligible Participant - Response clear","2","Percentage (%)","FED","Federal Electoral Division","SYDN","Sydney","2017","2017",80.4,,
"EP_NCLR","Eligible Participant - Response not clear","2","Percentage (%)","FED","Federal Electoral Division","SYDN","Sydney","2017","2017",0.1,,
"EP_NR","Eligible Participant - Non-responding","2","Percentage (%)","FED","Federal Electoral Division","SYDN","Sydney","2017","2017",19.5,,
"RESPCLR_TOT","Response clear - Total","2","Percentage (%)","FED","Federal Electoral Division","SYDN","Sydney","2017","2017",100,,
"RESPCLR_Y","Response clear - Yes","2","Percentage (%)","FED","Federal Electoral Division","SYDN","Sydney","2017","2017",83.7,,
"RESPCLR_N","Response clear - No","2","Percentage (%)","FED","Federal Electoral Division","SYDN","Sydney","2017","2017",16.3,,
"EP_TOT","Eligible Participant - Total","1","Number (No.)","FED","Federal Electoral Division","WARR","Warringah","2017","2017",103461,,
"EP_CLR","Eligible Participant - Response clear","1","Number (No.)","FED","Federal Electoral Division","WARR","Warringah","2017","2017",86659,,
"EP_NCLR","Eligible Participant - Response not clear","1","Number (No.)","FED","Federal Electoral Division","WARR","Warringah","2017","2017",172,,
"EP_NR","Eligible Participant - Non-responding","1","Number (No.)","FED","Federal Electoral Division","WARR","Warringah","2017","2017",16630,,
"RESPCLR_TOT","Response clear - Total","1","Number (No.)","FED","Federal Electoral Division","WARR","Warringah","2017","2017",86659,,
"RESPCLR_Y","Response clear - Yes","1","Number (No.)","FED","Federal Electoral Division","WARR","Warringah","2017","2017",64999,,
"RESPCLR_N","Response clear - No","1","Number (No.)","FED","Federal Electoral Division","WARR","Warringah","2017","2017",21660,,
"EP_TOT","Eligible Participant - Total","2","Percentage (%)","FED","Federal Electoral Division","WARR","Warringah","2017","2017",100,,
"EP_CLR","Eligible Participant - Response clear","2","Percentage (%)","FED","Federal Electoral Division","WARR","Warringah","2017","2017",83.8,,
"EP_NCLR","Eligible Participant - Response not clear","2","Percentage (%)","FED","Federal Electoral Division","WARR","Warringah","2017","2017",0.2,,
